Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Benign,44,12,12.36570865,0,285.6041174,2153,48.93181818,12566,285.6041174,0,1131,4654,48,791,1185,108,750,143,426,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Ransomware-Conti-0a6a775ca66bc58da049a2c40febb892b291a700ec075fcb395b31a79ebe3de2-5.raw,43,17,9.302325581,0,197.8372093,1613,37.51162791,8507,197.8372093,0,662,2971,46,690,712,107,614,123,178,264,46,88,46,0.027861902,0.05330103,0.027861902,3,3,18,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Refroso-f14c0833b49beb1bc37f70b814baefb4-4.raw,41,16,9.804878049,0,208.3658537,1606,39.17073171,8543,208.3658537,0,645,2990,44,669,726,103,642,126,180,267,46,86,46,0.027895694,0.05215282,0.027895694,3,3,18,1.0,3,0,3,3,7,5,9,0.068181818,0.0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,122,88,0,8,Malware
Benign,41,16,10.92966255,0,254.6465888,1815,44.26829268,10441,261.0377535,0,817,3619,45,860,864,101,719,131,325,343,83,121,83,0.04496208,0.065547129,0.04496208,4,5,24,1.333333333,11,0,12,11,16,13,18,0.211538462,0.0,0.230769231,0.211538462,0.307692308,0.25,0.346153846,138,392,222,26,24,118,0,126,87,0,8,Benign
Ransomware-Maze-19cf59aa96ef67d207f743adf96169f707d23fe0220be3038de9940f4c715cf7-6.raw,39,15,10.02564103,0,211.1025641,1529,39.20512821,8233,211.1025641,0,643,2886,42,665,695,100,600,119,176,257,44,82,44,0.028259473,0.052665382,0.028259473,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Reconyc-7d7410ff778a90c81c717a55559c0f50-6.raw,42,16,9.142857143,0,196.6904762,1538,36.61904762,8262,201.5121951,0,656,2894,44,686,687,104,602,116,177,251,48,88,48,0.030592734,0.056086679,0.030592734,3,3,18,1.0,3,0,4,3,8,5,10,0.066666667,0.0,0.088888889,0.066666667,0.177777778,0.111111111,0.222222222,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,39,12,12.77542908,0,291.2944479,1941,49.76923077,11360,291.2944479,0,1026,4017,43,801,1058,99,723,140,395,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Zeus-3fbf2c2213dcea25c6608a253f8f3ffcf0063fe3f14b066f594d849bf9fc51ae-6.raw,39,15,10.05128205,0,211.1794872,1529,39.20512821,8236,211.1794872,0,643,2888,42,660,698,100,600,119,176,257,44,82,44,0.028205128,0.052564103,0.028205128,3,3,18,1.0,7,0,7,7,11,9,13,0.152173913,0.0,0.152173913,0.152173913,0.239130435,0.195652174,0.282608696,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,43,12,13.52848013,0,310.6758246,2271,51.92568238,13588,310.6758246,0,1192,5017,47,893,1313,108,782,145,468,431,89,131,89,0.039659086,0.058181141,0.039659086,5,6,34,1.212801944,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.091450399,0.045725199,0.137175599,138,395,222,26,27,118,0,124,88,0,8,Benign
Spyware-180solutions-0bff46578b5d84c060258b7af65942b2142d0a9a75b65d3a69ea1eb5de0a308f-8.raw,37,15,10.18918919,0,215.2972973,1446,39.08108108,7966,215.2972973,0,627,2809,40,668,665,92,594,113,162,230,42,78,42,0.02872777,0.053351573,0.02872777,3,3,18,1.0,4,0,4,4,8,6,10,0.097560976,0.0,0.097560976,0.097560976,0.195121951,0.146341463,0.243902439,138,389,221,26,24,116,0,119,87,0,8,Malware
Ransomware-Conti-1b1d83377fd39cbc1ef319302cf99e1bf24a4bb0d4dbb54e90bc9a139f3d5c65-10.raw,40,16,9.45,0,202.05,1497,37.425,8082,202.05,0,645,2848,43,689,664,97,604,113,162,232,44,83,44,0.029158383,0.055003313,0.029158383,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,41,12,13.1022773,0,298.3963077,2074,50.58536585,12234,298.3963077,0,1135,4389,45,809,1177,103,746,141,457,350,72,109,72,0.035485461,0.053721045,0.035485461,4,5,24,1.333333333,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.119047619,0.071428571,0.166666667,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Ako-0c9704dcd36e4f31bf0910317f834cd4a1c171440900bfaf8ec4f11063f0e1fa-6.raw,42,16,9.714285714,0,209.6190476,1624,38.66666667,8805,214.7560976,0,861,2956,44,685,740,105,656,125,187,277,45,85,45,0.027206771,0.051390568,0.027206771,61,18559,366,12.2,1,0,2,1,6,3,8,0.023255814,0.0,0.046511628,0.023255814,0.139534884,0.069767442,0.186046512,138,389,221,26,24,116,0,121,86,0,8,Malware
Benign,45,17,10.16037271,0,241.932178,1989,44.2,10887,247.4533639,0,839,3725,50,899,887,109,748,145,322,370,94,136,94,0.046488625,0.067260138,0.046488625,6,7,36,1.2,7,0,8,7,12,9,14,0.134615385,0.0,0.153846154,0.134615385,0.230769231,0.173076923,0.269230769,138,392,222,26,24,118,0,127,87,0,8,Benign
Benign,44,12,12.72727273,0,284.2167633,2133,48.47727273,12505,284.2167633,0,1159,4458,48,828,1220,109,747,151,460,350,73,113,73,0.03494495,0.054092867,0.03494495,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Scar-e1eb0066f033bcf6d7ba7e9805dcf3e4-10.raw,37,14,9.783783784,0,204.6756757,1410,38.10810811,7573,204.6756757,0,624,2646,39,609,633,92,578,107,136,224,43,79,43,0.030006978,0.0551291,0.030006978,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,86,0,8,Malware
Spyware-Transponder-00abc38b0a41fbed79ce8e5f3f1762fbf0a16195b6e0ed1d663e4806667c0d7f-9.raw,38,15,10.21052632,0,215.3157895,1495,39.34210526,8182,215.3157895,0,643,2877,41,683,689,98,598,116,177,253,45,82,45,0.029781602,0.054268696,0.029781602,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,86,0,8,Malware
Ransomware-Maze-4578730b732808dc6f19695f1c5a6ae2d11d88393cc7ca3fd2115a526a17bb7f-8.raw,40,16,9.45,0,202.925,1501,37.525,8117,202.925,0,647,2866,43,692,668,98,605,113,161,233,45,84,45,0.02966381,0.055372446,0.02966381,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,43,13,12.39952272,0,277.7501474,2087,48.53488372,11943,277.7501474,0,1030,4258,48,827,1136,106,747,148,398,342,68,108,68,0.032723773,0.051973051,0.032723773,5,6,30,1.25,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,44,12,12.83525257,0,284.6564144,2133,48.47727273,12524,284.6564144,0,1156,4468,48,828,1224,109,747,151,462,351,73,113,73,0.03494495,0.054092867,0.03494495,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign
Spyware-Transponder-0b4b2067c2abfdd06e1d3c8eaed14b2ed4c94b84be21561c7ba28d679c4ca6cd-4.raw,40,16,9.875,0,208.6,1556,38.9,8344,208.6,0,641,2924,43,663,709,101,606,123,177,262,45,84,45,0.0281602,0.052565707,0.0281602,3,3,18,1.0,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,42,12,12.96430108,0,297.3332104,2140,50.95238095,12488,304.6096302,0,1077,4398,45,917,1189,104,774,144,430,385,73,110,73,0.034695817,0.052281369,0.034695817,4,5,24,1.333333333,0,0,1,0,5,2,7,0.0,0.0,0.023809524,0.0,0.119047619,0.047619048,0.166666667,138,395,222,26,27,118,0,125,88,0,8,Benign
Spyware-180solutions-1ac94e46690167f93dfd1241145049044d8b14afb2ac604d77bffe08857a2444-1.raw,39,15,11.43589744,0,220.6666667,1562,40.05128205,8606,220.6666667,0,641,3003,42,654,831,99,640,120,178,259,47,85,47,0.029228856,0.052860697,0.029228856,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-Transponder-1b8da979e6b62e41ff309a6ea435dc11a28c7a054595ffead84cd06c7c06be41-3.raw,46,19,9.717391304,0,197.4347826,1736,37.73913043,9082,197.4347826,0,677,3115,49,711,819,113,681,135,195,278,59,104,59,0.032887402,0.057971014,0.032887402,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.086956522,0.043478261,0.130434783,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-Gator-0e4cfd5d65351d162b52e6052a49e524cf69a38c83893974261d3b6a3f7ecddf-3.raw,46,19,9.739130435,0,197.4130435,1736,37.73913043,9081,197.4130435,0,678,3113,49,711,820,113,681,135,195,278,57,102,57,0.031808036,0.056919643,0.031808036,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.086956522,0.043478261,0.130434783,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,41,12,12.69052986,0,288.3842186,2067,49.89914434,11951,288.3842186,0,1064,4279,45,803,1127,103,747,142,404,351,73,111,73,0.03598579,0.054554424,0.03598579,4,5,26,1.296067445,0,0,0,0,4,2,6,0.010399783,0.0,0.010399783,0.010399783,0.105931533,0.058165658,0.153697407,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-Transponder-0a1ab5cbcede0d7e20affe6017630d2caaeaac177f758e6caf8be3532e765a6f-7.raw,42,18,9.571428571,0,202.9047619,1594,37.95238095,8522,202.9047619,0,656,2947,45,717,723,102,640,122,175,243,56,97,56,0.034440344,0.059655597,0.034440344,3,3,18,1.0,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,48,17,11.54372094,0,265.6780224,2278,46.88036986,12911,265.6780224,0,1093,4457,54,1014,1170,118,804,148,442,409,88,135,88,0.038524938,0.058684143,0.038524938,5,6,30,1.241941372,7,0,7,7,11,9,13,0.125882024,0.0,0.125882024,0.125882024,0.197814609,0.161848317,0.23651264,138,392,222,26,24,118,0,126,87,0,8,Benign
Ransomware-Pysa-46bb60e10285cb20f50a24cf7188045a771c416a4d686498f049dd619b61fd0b-1.raw,39,15,11.46153846,0,221.2564103,1569,40.23076923,8629,221.2564103,0,645,3007,42,660,835,99,640,120,177,259,46,84,46,0.02850062,0.05204461,0.02850062,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,123,86,0,8,Malware
Benign,42,13,12.48370838,0,279.5891367,2070,48.60570748,11910,279.5891367,0,1028,4254,47,824,1132,105,744,148,402,344,66,106,66,0.032420964,0.051640541,0.032420964,5,6,30,1.25,1,0,1,1,5,3,7,0.022935929,0.0,0.022935929,0.022935929,0.114679643,0.068807786,0.1605515,138,395,222,26,27,118,0,124,88,0,8,Benign
Ransomware-Maze-90ad41db130a82a3bf67030ec08c0d0523abaaaf6d62c34f2919f8a8b47b7621-1.raw,42,16,10.64285714,0,208.4285714,1628,38.76190476,8754,208.4285714,0,658,3047,45,680,829,105,648,120,177,262,47,88,47,0.028076464,0.052568698,0.028076464,4,4,24,1.0,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,87,0,8,Malware
Ransomware-Maze-3c9802c7b2bda369a6a077890e008041c8549450d724593df7c0b9d547ace336-3.raw,44,17,9.568181818,0,201.0,1692,38.45454545,8844,201.0,0,665,3075,47,691,769,109,652,129,181,270,47,90,47,0.027042578,0.051783659,0.027042578,4,4,24,1.0,2,0,2,2,6,4,8,0.043478261,0.0,0.043478261,0.043478261,0.130434783,0.086956522,0.173913043,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,44,12,12.47728651,0,286.8352376,2153,48.93181818,12620,286.8352376,0,1131,4692,48,791,1201,108,750,143,427,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.005558926,0.0,0.005558926,0.005558926,0.09596266,0.050760793,0.141164527,138,395,222,26,27,118,0,125,88,0,8,Benign
Trojan-Zeus-3caf896e6aaa9880031d1cfc603b6ab4896dedcc5ff2365eb47073e4d2e4ccb7-8.raw,44,18,9.022727273,0,197.8636364,1661,37.75,8706,197.8636364,0,699,3043,47,730,727,110,616,119,200,272,64,107,64,0.037713612,0.063052445,0.037713612,9,11,54,1.285714286,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,44,12,12.51872535,0,286.7474315,2153,48.93181818,12616,286.7474315,0,1134,4669,48,791,1204,108,751,143,439,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Trojan-Scar-b52454706a524981d9d989fbf461f509-2.raw,39,15,10.71794872,0,217.5897436,1552,39.79487179,8486,217.5897436,0,642,2971,42,656,776,99,634,120,177,259,48,86,48,0.030018762,0.053783615,0.030018762,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,43,14,12.73038377,0,286.1395349,2104,48.93023256,12304,286.1395349,0,1133,4366,47,820,1188,107,748,149,469,343,65,104,65,0.031676413,0.050682261,0.031676413,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Pysa-4fb8178118fab1af2838ce1ff7ed65004e106bf4086359ffb42a1387235bdd25-4.raw,41,16,9.951219512,0,211.5609756,1633,39.82926829,8674,211.5609756,0,648,3018,44,683,738,104,656,129,181,271,46,86,46,0.027446301,0.051312649,0.027446301,6,3,36,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Refroso-59a0e01ae6f4739d789cb4fc51f71919-1.raw,41,17,11.02439024,0,214.195122,1634,39.85365854,8782,214.195122,0,648,3044,44,668,849,104,652,126,177,266,50,90,50,0.029708853,0.053475936,0.029708853,7,31,42,1.75,0,0,0,0,4,2,7,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.170731707,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,40,12,12.84197319,0,292.4786783,1985,49.625,11699,292.4786783,0,1109,4116,44,803,1107,101,729,141,441,333,64,100,64,0.033126294,0.051759834,0.033126294,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,122,88,0,8,Benign
Spyware-Gator-ff3d40cfdde9ad7e9524a34359dbaf0a355bf173ad343af2c8cc836d8a919328-6.raw,38,15,10.0,0,212.6578947,1483,39.02631579,8081,212.6578947,0,628,2855,41,670,671,94,600,116,161,239,42,79,42,0.027777778,0.052248677,0.027777778,3,3,18,1.0,4,0,4,4,8,6,10,0.095238095,0.0,0.095238095,0.095238095,0.19047619,0.142857143,0.238095238,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Scar-b9968620b39f9857f80d712f583a10e6-7.raw,37,15,10.78378378,0,221.1621622,1521,41.10810811,8183,221.1621622,0,624,2862,40,672,699,95,596,137,169,242,43,79,43,0.02786779,0.051198963,0.02786779,21,390,126,1.909090909,2,0,2,2,6,4,8,0.051282051,0.0,0.051282051,0.051282051,0.153846154,0.102564103,0.205128205,138,389,221,26,24,116,0,119,87,0,8,Malware
Ransomware-Conti-1ae1720e17f49b66f598fb9b0d1cb88b7cd262529de563ac9f88d4c47150fc87-5.raw,39,15,10.07692308,0,212.3846154,1528,39.17948718,8283,212.3846154,0,637,2903,42,681,706,100,606,119,176,257,44,82,44,0.028277635,0.052699229,0.028277635,3,3,18,1.0,2,0,2,2,6,4,8,0.048780488,0.0,0.048780488,0.048780488,0.146341463,0.097560976,0.195121951,138,389,221,26,24,116,0,119,88,0,8,Malware
Benign,41,13,13.86479289,0,313.4034998,2125,51.83079683,12849,313.4034998,0,1157,4681,45,849,1258,103,769,139,439,388,69,108,69,0.033347671,0.052028867,0.033347671,5,7,30,1.666666667,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign
Ransomware-Ako-0a5a9b8dd0f79d101c77e13645dc3b4845dbbd2e3da504169fedd9a27d39494f-4.raw,40,16,9.925,0,208.7,1556,38.9,8348,208.7,0,641,2927,43,663,712,101,606,123,177,262,45,84,45,0.0281602,0.052565707,0.0281602,3,3,18,1.0,5,0,5,5,9,7,11,0.111111111,0.0,0.111111111,0.111111111,0.2,0.155555556,0.244444444,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,40,12,12.45,0,283.880234,1942,48.55,11356,291.1848554,0,1026,4015,43,801,1057,99,723,140,395,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-Gator-0ad662db9dadb39d56527b867acbc5305ecd5b3975abe8aa3741308a40fa746f-10.raw,42,18,9.666666667,0,202.0,1590,37.85714286,8484,202.0,0,654,2945,45,717,728,102,624,122,175,243,55,96,55,0.034076828,0.059479554,0.034076828,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,41,12,13.01675218,0,294.9406293,2029,49.48780488,12092,294.9406293,0,1130,4350,45,805,1161,103,736,142,451,337,65,102,65,0.032878098,0.051593323,0.032878098,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,44,12,12.52272727,0,286.2244207,2153,48.93181818,12593,286.2244207,0,1133,4655,48,791,1198,108,751,143,439,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,41,12,13.11740208,0,301.9232946,2047,49.92682927,12378,301.9232946,0,1111,4644,45,800,1176,102,741,137,426,334,66,105,66,0.032901296,0.052342971,0.032901296,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Emotet-1a7031a4929979db8a1f22f7769931b8365b123c6edb266cba4f93d59f36ff91-5.raw,40,16,9.85,0,208.825,1557,38.925,8353,208.825,0,643,2924,43,669,704,101,608,123,177,262,46,85,46,0.028840125,0.053291536,0.028840125,3,3,18,1.0,6,0,6,6,10,8,12,0.130434783,0.0,0.130434783,0.130434783,0.217391304,0.173913043,0.260869565,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Emotet-2c2fbbc8655d573a57603308ad98cf9ee7e652a7069dcc8ff54db9ee17ad39a8-2.raw,42,16,10.11904762,0,206.5,1610,38.33333333,8673,206.5,0,665,3026,45,679,794,105,642,120,178,261,50,91,50,0.030138638,0.054852321,0.030138638,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,42,12,13.26629975,0,302.2687266,2177,51.83333333,12695,302.2687266,0,1141,4503,46,877,1223,105,772,142,413,402,79,119,79,0.036761284,0.055374593,0.036761284,5,6,30,1.25,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,14,13.68940122,0,298.8984911,2064,50.34146341,12254,298.8984911,0,1107,4237,45,868,1199,102,748,145,421,413,64,103,64,0.031667491,0.050964869,0.031667491,4,5,24,1.333333333,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.12195122,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Ako-0c02b51edd51d2d918ebc6bb5adf46409d4b965d9efe8a2533c4bb685caae5a3-7.raw,41,16,9.87804878,0,213.4878049,1595,38.90243902,8754,218.85,0,857,2933,43,708,732,103,656,122,186,274,45,84,45,0.027846535,0.051980198,0.027846535,61,18559,366,12.2,1,0,2,1,6,3,8,0.023809524,0.0,0.047619048,0.023809524,0.142857143,0.071428571,0.19047619,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,50,17,11.52999118,0,267.9239213,2354,46.32364905,13618,272.3712949,0,1190,4681,56,1026,1246,125,807,149,540,453,92,140,92,0.038484301,0.058529224,0.038484301,5,6,30,1.25,2,0,3,2,7,4,9,0.048355978,0.0,0.063967877,0.048355978,0.138850447,0.085797263,0.176291732,138,392,222,26,24,118,0,126,87,0,8,Benign
Trojan-Zeus-1fd9ad5f8aec698b7bdb0fa24faeb5e827e1b9c7c3ea76915220c04d8ac40eb5-4.raw,41,16,9.87804878,0,208.8536585,1613,39.34146341,8563,208.8536585,0,649,2992,44,670,729,103,642,126,181,267,45,85,45,0.027190332,0.051359517,0.027190332,3,3,18,1.0,6,0,6,6,10,8,12,0.127659574,0.0,0.127659574,0.127659574,0.212765957,0.170212766,0.255319149,138,389,221,26,24,116,0,123,87,0,8,Malware
Benign,40,16,10.71999844,0,253.1648271,1745,43.60681737,10131,259.793078,0,798,3518,44,845,815,99,707,127,315,318,73,110,73,0.041336353,0.062287656,0.041336353,3,4,18,1.5,9,0,11,9,15,11,17,0.199650211,0.0,0.22,0.199650211,0.3,0.239650211,0.34,138,392,222,26,24,118,0,126,87,0,8,Benign
Ransomware-Conti-0a9a6ac3dbe06ff3f48580182e8150b32849dc4fb87ffde2b55c68611d5d5930-8.raw,38,15,10.07894737,0,187.6315789,1416,37.26315789,7130,187.6315789,0,622,2367,40,543,645,93,492,105,121,214,51,88,51,0.03478854,0.060027285,0.03478854,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,116,88,0,8,Malware
Spyware-TIBS-e1bbeaa4d3cec07748614905b64b942eecb56129ce6b88cda1e2543e8d50ea9a-5.raw,43,17,9.697674419,0,208.3255814,1660,38.60465116,8959,213.3095238,0,866,3002,45,688,759,106,662,129,191,285,47,88,47,0.027679623,0.051825677,0.027679623,61,18559,366,12.2,1,0,2,1,6,3,8,0.022727273,0.0,0.045454545,0.022727273,0.136363636,0.068181818,0.181818182,138,389,221,26,24,116,0,123,87,0,8,Malware
Benign,40,12,13.825,0,307.3268134,2090,52.25362681,12293,307.3268134,0,1073,4331,44,895,1202,101,759,140,391,398,78,115,78,0.037542304,0.055250831,0.037542304,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Zeus-0d668fc511b61a50b09f98b056754d3b5338e0dda425c7cd35adeb9c44fec84e-9.raw,37,15,10.08108108,0,214.2432432,1443,39.0,7927,214.2432432,0,623,2812,40,664,661,92,594,113,160,230,42,78,42,0.028905712,0.053682037,0.028905712,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,86,0,8,Malware
Trojan-Refroso-349cc52c77199a8c55f11e854e84fa9c-9.raw,37,15,10.18918919,0,215.0540541,1446,39.08108108,7957,215.0540541,0,626,2815,40,667,664,92,596,113,160,230,43,79,43,0.029532967,0.054258242,0.029532967,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-180solutions-0bde65dc24eb20f8f362cd4a67d0d13b8d36e51dfe1339fb634f35b3bf9245d8-10.raw,35,14,10.37142857,0,214.7428571,1377,39.34285714,7516,214.7428571,0,620,2629,37,602,635,88,570,107,137,223,42,76,42,0.030021444,0.054324518,0.030021444,2,2,12,1.0,2,0,2,2,6,4,8,0.054054054,0.0,0.054054054,0.054054054,0.162162162,0.108108108,0.216216216,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,42,12,12.81898294,0,289.9908642,2054,48.9047619,12179,289.9908642,0,1134,4361,46,813,1170,105,736,145,454,338,66,104,66,0.032950574,0.051922117,0.032950574,3,4,18,1.5,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign
